32,понедельник,14.30 - 15.50,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,Ситникова Т.В.,,Доцент Матвеев Г.В.,Доцент Матвеев Г.В.,Доцент Матвеев Г.В.,Доцент Матвеев Г.В.,Доцент Матвеев Г.В.,Доцент Матвеев Г.В.,Доцент Матвеев Г.В.,Доцент Матвеев Г.В.,Мартыненко И.М.,Мартыненко И.М.
33,понедельник,14.30 - 15.50,355 ММ,355 ММ,355 ММ,355 ММ,355 ММ,355 ММ,355 ММ,355 ММ,,355 ММ,355 ММ,355 ММ,355 ММ,355 ММ,355 ММ,,355 ММ,355 ММ,355 ММ,355 ММ,,521,521,521,521,521,521,521,521,445,445
34,,,,,,,,,,,,"22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""",,,,,,,,,,,,,,,,
35,,,,,,,,,,,,"22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""","22/09/25 - в 14.30 - лекция в с/к ""Университетский""",,,,,,,,,,,,,,,,
36,,,,,,,,,,,,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,Старший преподаватель Веремейчик В.М.,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,вторник,8.15 - 9.35,МА ,МА ,Инф.час/Кур.час,Инф.час/Кур.час,Англ. Яз.,Англ. Яз.,АГ,АГ,,Математический анализ,Математический анализ,Математический анализ,Математический анализ,Математический анализ,Математический анализ,,Основы и методологии программирования,Основы и методологии программирования,Основы и методологии программирования,Основы и методологии программирования,,Англ. Яз.,Англ. Яз.,ОиМП,ОиМП,,,МА,МА,АиТЧ,АиТЧ
40,вторник,8.15 - 9.35, Васьковский М.М., Васьковский М.М.,Кастрица О.А.,Кастрица О.А.,Ситникова Т.В.,Дудка А.А.,Размыслович Г.П.,Размыслович Г.П.,,Математический анализ,Математический анализ,Математический анализ,Математический анализ,Математический анализ,Математический анализ,,Основы и методологии программирования,Основы и методологии программирования,Основы и методологии программирования,Основы и методологии программирования,,Станкевич М.П.,Степанюк Н.С.,Сатолина А.В.,Козел Е.В.,,,Шевцов Е.О.,Шевцов Е.О.,Филипцов А.В.,Филипцов А.В.
41,вторник,8.15 - 9.35, Васьковский М.М., Васьковский М.М.,Кастрица О.А.,Кастрица О.А.,Ситникова Т.В.,Дудка А.А.,Размыслович Г.П.,Размыслович Г.П.,,Профессор Леваков А.А.,Профессор Леваков А.А.,Профессор Леваков А.А.,Профессор Леваков А.А.,Профессор Леваков А.А.,Профессор Леваков А.А.,,Ст. преподаватель Конах В.В.,Ст. преподаватель Конах В.В.,Ст. преподаватель Конах В.В.,Ст. преподаватель Конах В.В.,,Станкевич М.П.,Степанюк Н.С.,Сатолина А.В.,Козел Е.В.,,,Шевцов Е.О.,Шевцов Е.О.,Филипцов А.В.,Филипцов А.В.
42,вторник,8.15 - 9.35,437,437,541,541,542,544,438,438,,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,,439,439,439,439,,1206 ФМО,1013 ФМО,"Долгобродская23/1, 401","Долгобродская23/1, 401",,,443,443,444,444
